question_text,question_img_url,difficulty_level,explanation,explanation_img_url,chapter_id,question_choice_1,question_choice_2,question_choice_3,question_choice_4,question_choice_1_image_url,question_choice_2_image_url,question_choice_3_image_url,question_choice_4_image_url,correct_choice,easy,1
The eccentricity of $2 x^{2}+5 y^{2}=1$ is,,moderate,"Eq. is $\frac{x^{2}}{1 / 2}+\frac{y^{2}}{1 / 5}=1 \quad c^{2}=a^{2}-b^{2}=\frac{1}{2}-\frac{1}{5}=\frac{3}{10}$
$$
e=\frac{c}{a}=\frac{\frac{\sqrt{3}}{\sqrt{10}}}{\frac{1}{\sqrt{2}}}=\sqrt{\frac{3}{5}}
$$",,103,$\frac{1}{\sqrt{16}}$,$\sqrt{\frac{3}{5}}$,$\frac{2}{5}$,$\frac{3}{5}$,,,,,2,,
"The equation of ellipse with centre at (2,3), length of major axis = 3 and length of minor axis = 2 is;",,moderate,"From lengths of major and minor axis $a=\frac{3}{2}, b=\frac{2}{2}=1 \quad \frac{(x-2)^{2}}{\left(\frac{3}{2}\right)^{2}}+\frac{(y-3)^{2}}{1}=1$",,103,$\frac{x^{2}}{9}+\frac{y^{2}}{4}=1$,$\frac{x^{2}}{4}+\frac{y^{2}}{9}=1$,$\frac{x^{2}}{4}-\frac{y^{2}}{9}=1$,none,,,,,4,,
The coordinates of foci of $-\frac{x^{2}}{b^{2}}+\frac{y^{2}}{a^{2}}=1$,,easy,Theoretical point.,,103,"$(0, \pm c)$","$(\pm c, 0)$","$(\pm b, 0)$",none,,,,,1,,
The eccentricity of $\frac{x^{2}}{25}-\frac{y^{2}}{16}=1$,,moderate,"For Hyperbola:
$c^{2}=a^{2}+b^{2} \rightarrow c=\sqrt{16+25}=\sqrt{41}$
Eccentricity: $\quad e=\frac{c}{a}=\frac{\sqrt{41}}{5}$",,103,$\frac{\sqrt{41}}{5}$,$\frac{\sqrt{13}}{2}$,$\frac{2}{\sqrt{13}}$,none,,,,,1,,
The equations of directrices of $-\frac{x^{2}}{b^{2}}+\frac{y^{2}}{a^{2}}=1$,,moderate,Directrix: $\quad y=\pm \frac{c}{e^{2}}=\pm \frac{c}{a}=\pm \frac{a}{e}$,,103,$y=\pm \frac{a}{e}$,$y=\pm \frac{e}{a}$,$x=\pm \frac{a}{e}$,$x=\pm \frac{e}{a}$,,,,,1,,
The parametric equations of circle $x^{2}+y^{2}=a^{2}$ are,,easy,"The parametric of circle:
\[
x=\theta, y=a \sin \sin \theta
\]",,103,"$x=a \cos \vartheta, y=b \sin \vartheta$","$x=a t^{2}, y=2 a t$","$x=a \sec t, y=b \tan t$",none,,,,,4,,
The parametric equations of $\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1$,,easy,Theoretical point.,,103,"$x=a \sec t, y=b \tan t$","$x=a t^{2}, y=2 a t$","$x=a \cos \vartheta, y=b \sin \vartheta$",none,,,,,1,,
"The equation of tangent at $\left(x_{1}, y_{1}\right)$ to the parabola $y^{2}=4 a x$ is",,easy,Theoretical point.,,103,$y y_{1}=2 a\left(x+x_{1}\right)$,$y_{1}=4 a x_{1}$,$\frac{x x_{1}}{a^{2}}+\frac{y y_{1}}{b^{2}}=1$,none,,,,,1,,
"The equation of normal to $y^{2}=4 a x$ at $\left(x_{1}, y_{1}\right)$ is",,easy,Theoretical point.,,103,$y-y_{1}=\frac{a^{2} y_{1}}{b^{2} x_{1}}\left(x-x_{1}\right)$,$y-y_{1}=-\frac{y_{1}}{2 a}\left(x-x_{1}\right)$,$\frac{x x_{1}}{a^{2}}+\frac{y y_{1}}{b^{2}}=1$,none,,,,,2,,
"In ellipse the relation between $a^{2}, b^{2}, c^{2}$ is;",,easy,Theoretical point.,,103,$c^{2}=a^{2}-b^{2}$,$a^{2}=b^{2}-c^{2}$,$c^{2}=a^{2}+b^{2}$,none,,,,,1,,
In hyperbola $\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1$ The ends of latera recta are,,moderate,Theoretical point.,,103,"$\left(\pm a e, \pm \frac{a}{e}\right)$","$\left(\pm a e, \pm \frac{b^{2}}{a}\right)$","$\left(\pm \frac{2 b^{2}}{a}, 0\right)$","$\left(\pm \frac{2 b^{2}}{a}, \pm c\right)$",,,,,2,,
"In hyperbola the relation between $a^{2}, b^{2}, c^{2}$ is",,easy,Theoretical point.,,103,$c^{2}=a^{2}-b^{2}$,$c^{2}+a^{2}=b^{2}$,$c^{2}=a^{2}+b^{2}$,none,,,,,3,,
Length of latus rectum of parabola $y^{2}-8 y-4 x=0$ is,,moderate,"Length of latus rectum: $4 a \quad$ Rearranging the equation to std. form
\[
(y-4)^{2}=4(1)(x+4) \quad \text { Where vertex: }(-4,4) \& a=1
\]",,103,2,4,8,16,,,,,2,,
"If (0,0) is vertex and (0,-5) is focus, then equation of parabola is",,moderate,parabola is along -x-axis with $a=5$ so: $\quad x^{2}=-4(5) y=-20 y$,,103,$y^{2}=-5 x$,$y^{2}=5 x$,$x^{2}=-20 y$,none,,,,,3,,
"For parabola $y^{2}=4 y-4 x,$ the vertex is",,moderate,The std. form will be: $y^{2}-4 y+4=-4 x+4 \rightarrow(y-2)^{2}=-4(x-1)$,,103,"(1,2)","(2,4)","(4,0)","(2,0)",,,,,1,,
"Equation of ellipse with length of major axis = 4, length of minor axis = 3 is",,moderate,"From lengths of major and minor axis $a=\frac{4}{2}=2, b=\frac{3}{2}$
\[
\frac{(x)^{2}}{2^{2}}+\frac{(y)^{2}}{\frac{3}{2}^{2}}=1
\]",,103,$\frac{x^{2}}{4}+\frac{y^{2}}{3}=1$,$\frac{x^{2}}{3}+\frac{y^{2}}{4}=1$,$\frac{x^{2}}{\sqrt{3}}+\frac{y^{2}}{\sqrt{4}}=1$,none,,,,,4,,
"Equation of hyperbola with centre at (h,k) is; ",,easy,Hyperbola will be: $\quad \frac{(x-h)^{2}}{a^{2}}-\frac{(y-k)^{2}}{b^{2}}=1$,,103,$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1$,$\frac{(x-k)^{2}}{a^{2}}-\frac{(y-h)^{2}}{b^{2}}=1$,$\frac{(x-k)^{2}}{a^{2}}+\frac{(y-h)^{2}}{b^{2}}=1$,none,,,,,4,,
"The coordinates of the point on parabola $y^{2}=8 x$ whose distance from focus is $4,$ are;",,moderate,"$y^{2}=4 a x=8 x \rightarrow a=2$ Focus: (2,0) distance of 4:(2,±4)",,103,"(2,4)","(4,2)","(-2,-4)","(4,-2)",,,,,1,,
The length of latus rectum is one third of length of major axis of an ellipse then its eccentricity is;,,moderate,"$\frac{2 b^{2}}{a}=\frac{1}{3}(2 a) \rightarrow a^{2}=3 b^{2} \quad c^{2}=a^{2}-b^{2}=2 b^{2}$
Eccentricity: $\quad e=\frac{c}{a}=\sqrt{\frac{2 b^{2}}{3 b^{2}}}=\sqrt{\frac{2}{3}}$",,103,$\frac{2}{3}$,$\sqrt{\frac{2}{3}}$,$\frac{1}{3}$,$\frac{3}{4}$,,,,,2,,
The graph of parabola $x=4 y^{2}$,,easy,Basics of Graph of Parabola,,103,opens left,opens right,opens up,opens down,,,,,2,,
"The gradient of the normal of the parabola $y^{2}=4 a x$ at $\left(a t_{1}^{2}, 2 a t_{1}\right)$ is",,moderate,the slope of normal to parabola is: $m=-\frac{y_{1}}{2 a}=-\frac{2 a t_{1}}{2 a}=-t_{1}$,,103,$\frac{1}{t^{1}}$,$t_{1}$,-$t_{1}$,$-\frac{1}{t^{1}}$,,,,,3,,
If the line $y=4 x+c$ is tangent to the ellipse $\frac{x^{2}}{8}+\frac{y^{2}}{4}=1$,,moderate,$c=\pm \sqrt{a^{2} m^{2}+b^{2}}=\pm \sqrt{8(-2)^{2}+4}=\pm \sqrt{32+4}=\pm \sqrt{36}=\pm 6$,,103,±4,±6,±1,$\pm \sqrt{132}$,,,,,2,,
"If $e$ is the eccentricity of $\frac{x^{2}}{8}+\frac{y^{2}}{4}=1$, then",,moderate,"Eccentricity of ellipse is always less than one and greater than 0 .
\[
\begin{array}{rl}
c^{2}=a^{2}-b^{2}=8-4=4 & c=2 \\
& e=\frac{c}{a}=\frac{2}{2 \sqrt{2}}=\frac{1}{\sqrt{2}}<1
\end{array}
\]",,103,$0<e<1$,$e>1$,e=1,none,,,,,1,,
Line $y=m x+1$ is tangent to the parabola $y^{2}=4 x$ if,,easy,"the condition for tangent is: $y=m x+\frac{a}{m}=m x+c$
\[
a=1, c=1 \rightarrow c=\frac{a}{m} \rightarrow m=1
\]",,103,m=1,m=2,m=4,m=3,,,,,1,,
"$[\operatorname{Sec} \alpha, \operatorname{cosec} \alpha, 0]$ is a",,easy,It is telling the position of point,,104,Null vector,Negative vector,Unit vector,Position vector,,,,,4,,
Which is not a vector?,,easy,Simple point of Physics,,104,"Force	",density,electric field intensity,weight,,,,,2,,
Which is not a scalar?,,easy,Simple point of Physics,,104,Kinetic energy,torque,entropy,work,,,,,2,,
"If P(0,1,2), Q(-1,2,1) and R(4,1,-2) are three points then, $PQ+QP+PR=?$",,easy,Vector sum of closed path is zero,,104,15,2,0,17,,,,,3,,
a. b = 0 iff;,,easy,Property of Dot product,,104,a and b are parallel,a and b are anti parallel,a and b are perpendicular to each other,can’t be determined,,,,,3,,
"If $\mathbf{a}=a_{1}\underline i+a_{2}\underline j+a_{3} \underline k$ and $\mathbf{b}=b_{1} \underline i+b_{2}\underline j+b_{3}\underline k$ then
$a \cdot b=?$",,easy,Property of Scalar product,,104,$\left(a_{1} b_{3}-a_{3} b_{2}\right) i+\left(a_{3} b_{1}-a_{1} b_{3}\right) i+\left(a_{1} b_{2}-a_{2} b_{1}\right) k$,$a_{1} a_{2}+b_{1} b_{2}+c_{1} c_{2}$,$a_{2} b_{3}-a_{3} b_{2}+a_{3} b_{1}-a_{1} b_{3}$,$a_{1} b_{1}+a_{2} b_{2}+a_{3} b_{3}$,,,,,4,,
$|a \times b|=?$,,easy,Property of Cross product.,,104,Area of a triangular region with a and b as its adjacent sides,area of a parallelogram with a and b as its adjacent sides,area of a trapezium with a and b as its adjacent sides,area of tetrahedron with a and b as its adjacent sides,,,,,2,,
Which one is false?,,moderate,$\Delta A B C=4 \Delta D E F$,,104,$\sin (\alpha+\beta)=\sin \alpha \cos \beta+\cos \alpha \sin \beta$,$\frac{\sin A}{a}=\frac{\sin B}{b}$,"$\Delta D E F=4 \Delta A B C$ if $D, E, F$ are the mid points of sides of $\triangle A B C$",$\underline{a} \cdot \underline{b} \times \underline{c}=\underline{b} \cdot \underline{c} \times \underline{a}=\underline{c} \cdot \underline{a} \times \underline{b}$,,,,,3,,
$\underline{i} . \underline j \times \underline{k}=?$,,easy,\underline{i}(\underline{j} \times \underline{k})=\underline{i} \underline{i}=1,,104,$\underline i$,$\underline j$,$\underline O$,1,,,,,4,,
"If $\underline{a}=2 \underline{i}+4\underline {j}-\underline{k}, \underline{b}=\underline{i}-\underline j+7 \underline{k}$ and $\underline{c}=5_{\underline{i}}+2\underline {j}+3 \underline{k}$ then $(3 \underline{c}+\underline{b}) \cdot(2 \underline{a}-\underline{c})=?$",,moderate,$\begin{aligned}(2 \underline{a}-\underline{c})=-\underline{i}+\underline{6} j-5 \underline{k} & ; \quad(\underline{3} \underline{c}+\underline{b})=16 \underline{i}+\underline{5} j+16 \underline{k} \\ &(2 \underline{a}-\underline{c}) \cdot(3 \underline{c}+\underline{b})=-16+30-80=-66 \end{aligned}$,,104,32,-66,-19,-27,,,,,2,,
If $\underline{a}=3 \underline{i}-x \underline {j}+2 \underline{k}$ and $\underline{b}=4 \underline{i}+6 \underline j+3 \underline{k}$ are perpendicular to each other then $x=?$,,easy,$\underline{a} \cdot \underline{b}=12-6 x+6=0 \rightarrow x=3$,,104,$\frac{18}{7}$,$\frac{2}{3}$,3,93,,,,,3,,
"The cosine of the angle between the vectors a and $\underline{b}$, where $\underline{a}=\underline{i}+2 \underline j -\underline k$ and $\underline{b}=-\underline i+\underline j-2 \underline{k},$ is",,moderate,$\cos \cos \theta=\frac{a \cdot b}{|a||b|}=\frac{-1+2+2}{\sqrt{1+4+1} \sqrt{1+4+1}}=\frac{3}{\sqrt{6} \sqrt{6}}=\frac{3}{6}=\frac{1}{2}$,,104,$\frac{\sqrt{3}}{2}$,0,$\frac{1}{2}$,$\frac{1}{\sqrt{2}}$,,,,,3,,
The angle between the vectors $2 \underline i-\underline j+\underline k$ and $-\underline{i}+\underline{j}$ is;,,moderate,"\begin{array}{l}
\cos \cos \theta=\frac{a b}{|a||b|} \rightarrow \theta=\left(\frac{-2-1+0}{\sqrt{4+1+1}}-\sqrt{1+1}\right)=\left(-\frac{3}{\sqrt{12}}\right)=\left(-\frac{\sqrt{3}}{2}\right) \\
\theta=\frac{5 \pi}{6}
\end{array}",,104,$\frac{\pi}{2}$,$\frac{5 \pi}{6}$,$\frac{\pi}{4}$,$\frac{\pi}{3}$,,,,,2,,
"If $\underline{a}=2 \underline i +\underline j$ and $\underline{b}=3 \underline{i}-\underline{k},$ then $\underline{a} \times \underline{b}=?$",,moderate," $\quad \underline{a} \times \underline{b}=(1(-1)+0) \underline{i}+(0-(2)(-1))\underline j+(0-3(1)) \underline{k}=-\underline{i}+2 j-3 \underline{k}$
$\underline{a} \times \underline{b}=\left(a_{1} \underline{i}+a_{2}\underline j+a_{3} \underline{k}\right) \times\left(b_{1} \underline{i}+b_{2} j+b_{3} \underline{k}\right)=\left(a_{2} b_{3}-a_{3} b_{2}\right) \underline{i}+\left(a_{3} b_{1}-a_{1} b_{3}\right)\underline j+\left(a_{1} b_{2}-a_{2} b_{1}\right) \underline{k}$",,104,$i+j+2 k$,$-i+j-3 k$,$2 i+3 j+4 k$,$-i+2j-3 k$,,,,,4,,
"If $\underline{a}=2 \underline{i}+3 \underline j +\underline{k}, \underline{b}=4 \underline{i}+\underline j-3 \underline{k}$ and $\underline{c}=5 \underline{i}-\underline{k}$ then $(\underline{b}-\underline{a}) \times \underline{c}=?$",,moderate,"$(\underline{b}-\underline{a}) \times \underline{c}=(2 \underline{i}-2 \underline{j}-4 \underline{k}) \times(5 \underline{i}-\underline{k})=2 \underline{i}-(20-2) \underline{j}+10 \underline{k}$
$=2 \underline{i}-18 j+10 \underline{k}$
$\underline{a} \times \underline{b}=\left(a_{1} \underline{i}+a_{2} \underline{j}+a_{3} \underline{k}\right) \times\left(b_{1} \underline{i}+b_{2} j+b_{3} \underline{k}\right)=\left(a_{2} b_{3}-a_{3} b_{2}\right) \underline{i}+\left(a_{3} b_{1}-a_{1} b_{3}\right) \underline{j}+\left(a_{1} b_{2}-a_{2} b_{1}\right) \underline{k}$",,104,$i-9 j-5 k$,$2 i-18 j+10 k$,$3 i+7 j-k$,$4 i+5 k$,,,,,2,,
A unit vector perpendicular to both $\underline{a}=2 \underline{i}+\underline j+\underline{k}$ and $\underline{b}=-\underline i-\underline j-3 \underline{k}$ is,,moderate,"$\underline{a} \times \underline{b}=(-3+1) \underline{i}+(-1+6) \underline j+(-3+2) \underline{k}=-2 \underline{i}+5 \underline j-\underline{k}$
$\hat{u}=\frac{\underline{a} \times \underline{b}}{|\underline{a} \times \underline{b}|}=\frac{-2 i+5 j-\underline{k}}{\sqrt{4+25+1}}=\frac{-2 \underline i+5 \underline j-\underline{k}}{\sqrt{30}}$",,104,$\frac{i+j+k}{\sqrt{2}}$,$\frac{2 i-j-3 k}{\sqrt{15}}$,$\frac{-2 i+5 j-k}{\sqrt{30}}$,none of these,,,,,3,,
A vector of magnitude 5 and perpendicular to $\underline{a}=i+3 j-\underline{k}$ and $\underline{b}=3 \underline{i}-j$ is,,moderate,"$\underline{a} \times \underline{b}=(0-1) \underline{i}+(0-3) \underline{j}+(-1-9) \underline{k}=-\underline{i}-3 \underline{j}-10 \underline{k}$
$5 \hat{u}=5 \frac{\underline{a} \times \underline{b}}{|\underline{\alpha} \times \underline{b}|}=5 * \frac{-i-3 j-10 \underline{k}}{\sqrt{1+9+100}}=\frac{5}{\sqrt{110}}(-\underline{i}-3 \underline{j}-10 \underline{k})$",,104,$\frac{5}{\sqrt{110}}(-\underline{i}-3 \underline{j}-10 \underline{k})$,$\frac{5}{\sqrt{17}}(-\underline{i}-3 \underline{j}-10 \underline{k})$,$\frac{5}{\sqrt{17}}(-\underline{i}+3 \underline{j}-10 \underline{k})$,$\frac{6}{\sqrt{17}}(-\underline{i}+3 \underline{j}-10 \underline{k})$,,,,,1,,
The sine of the angle between the vectors $\underline{a}= \underline{5}\underline i-2\underline j+\underline{k}$ and $\underline{b}=3 \underline{i}-4 \underline{j}+\underline{k}$ is,,moderate,"$\underline{a} \times \underline{b}=(-2+4) \underline{i}+(3-5) \underline{j}+(-20+6) \underline{k}=2 \underline{i}-2 \underline{j}-14 \underline{k}$
$\sin \sin \theta=\frac{|\underline{a} \times \underline{b}|}{|a||b|}=\frac{\sqrt{4+4+196}}{\sqrt{25+4+1} * \sqrt{9+16+1}}=\sqrt{\frac{204}{30 \cdot 26}}=\sqrt{\frac{51}{195}}$",,104,$\sqrt{\frac{72}{390}}$,$\frac{14}{29}$,$\frac{61}{\sqrt{23}}$,$\sqrt{\frac{51}{195}}$,,,,,4,,
"The area enclosed by the triangle, ABC whose vertices are A(1,2,-3), B(0,0,0) and C(2,4,7), is;",,moderate,"$A B \times C B=(2(7)-(4(-3))) \underline{i}+(7(1)-(-3)(2)) j+(4(1)-2(2)) k$
$\Delta=\frac{1}{2}|\underline{A B} \times \underline{C B}|=\frac{1}{2}|26 \underline{i}+13 j|$
$=\frac{1}{2} \sqrt{676+169}=\frac{\sqrt{845}}{2}$",,104,$\sqrt{676}$,$\frac{\sqrt{845}}{2}$,$\sqrt{184}$,27,,,,,2,,
"If $\underline{a}=2 \underline{i}+4 i-k, \underline{b}=3 \underline{i}-i+2 \underline{k}$ and $\underline{c}=\underline{i}+3 i-3 \underline{k}$ then $\underline{a} \cdot \underline{b} \times \underline{c}=?$",,easy,$|2 4 -1 3 -1 2 1 3 -3| =23-6-4-9-2+-19+1=-6+44-10=28$,,104,20,13,28,34,,,,,3,,
$[\underline{k}-\underline{i} \underline{i}-\underline{j} \underline{j}-\underline{k}]=?$,,easy,$| -1 0 1 1 -1 0 0 1 -1 |=-11-0-0+11-0=-1+1=0$,,104,1,-1,$\frac{1}{2}$,0,,,,,4,,
"The volume of parallelepiped, whose edges are; $\underline{a}=4 i-2 j-k \underline{b},  \underline{b}=\underline{i}+3 \dot{j}-3 \underline{k}$ and $\underline{c}=5 \underline{i}+2 \dot{j}+4 \underline{k},$ is;",,moderate,"$v=|4-2-113-3524|=[4(12+6)+2(4+15)+(-1)(2-15)]$
$=(72+38+13)=123$",,104,97,123,75,67,,,,,2,,
"The value of $\lambda$ which makes $\lambda_{i}+i+2 k, 2 i-2 j-k$ and $\lambda_{i}+i-k$ coplanar is;",,moderate,"$|\lambda 122-2-1 \lambda 1-1|=\lambda(2+1)-1(-2+\lambda)+2(2+2 \lambda)=0$
$3 \lambda+2-\lambda+4+4 \lambda=6 \lambda+6=0 \rightarrow \lambda=-1$",,104,1,0,$\frac{1}{2}$,-1,,,,,4,,
"The volume of the tetrahedron that has $\underline{a}=\underline{i}+2 i+3 \underline{k}, \underline{b}=3 \underline{i}+i+2 \underline{k}$ and $\underline{c}=2 \underline{i}+3 \dot{i}+\underline{k}$ as its edges,
is;",,moderate,"$\frac{1}{6}|123312231|=\frac{1}{6}[1(1-6)-2(3-4)+3(9-2)]=\frac{1}{6}(-5+2+21)$
$=\frac{18}{6}=3$",,104,19,3,25,23,,,,,3,,
"A force $E=2 i+4 i-2 k$ is applied at $P(2,3,-1) .$ Its moment about $A(1,0,3)$ is;",,moderate,"$r=P A=(1,3,-4)=\underline{i}+3 j-4 k \quad F=2 \underline{i}+4 j-2 \underline{k}$
$M=r \times F=(-6+16) \underline{i}+(-2+8) j+(4-6) \underline{k}=10 \underline{i}-6 j-2 \underline{k}$",,104,$2 i+3 j-k$,$5 i+3 j-k$,$10 i+8 j+6 k$,$10 i-6 j-2 k$,,,,,4,,
"The volume of the parallelepiped that has the vectors $-7 i+k, 2 i+3 k, i+2 j-k$ as coterminous edges is;",,easy,v=$| -7 0 1 2 0 3 1 2 -1| =-2-21-2=46,,104,46,24,39,57,,,,,1,,
"If the dot product of vector $\underline{i}+\dot{j}+\underline{k}$ and the unit vector along the sum of vectors $2 \underline{i}+4 i-5 \underline{k}$ and $\lambda_{\underline{i}}+2_{\dot{L}}+3 \underline{k}$ is $1,$ then $\lambda=?$",,moderate,"$a \cdot \frac{S}{|S|}=(\underline{i}+j+\underline{k}) \cdot \frac{((\lambda+2) \underline{i}+6 j-2 k)}{\sqrt{(\lambda+2)^{2}+6^{2}+2^{2}}}=\frac{(\lambda+2)+6-2}{\sqrt{(\lambda+2)^{2}+36+4}}=\frac{\lambda+6}{\sqrt{(\lambda+2)^{2}+40}}=$
$(\lambda+6)^{2}=(\lambda+2)^{2}+40 \rightarrow \lambda^{2}+12 \lambda+36=8$
$\lambda^{2}+4 \lambda+4+40 \rightarrow 8 \lambda=8$
$\lambda=1$",,104,5,2,3,1,,,,,4,,
The modulus of the sum of three mutually perpendicular unit vectors is;,,easy,since the vectors are unit vectors: $|1 i+1 j+1 k|=\sqrt{1+1+1}=\sqrt{3}$,,104,$\sqrt{3}$,3,0,1,,,,,1,,
"For what values of $x$ and $y, x a-5 b=7 a+y b,$ where $a$ and $b$ are two non-collinear vectors?",,easy,"comparing coefficients: x=7, y=-5",,104,"-5,7","7,-5","-7,5","5,-7",,,,,2,,
For what value of ' $\alpha$ ' the magnitude of the vector $\alpha_{\underline{i}}+(\alpha+1)\underline{j}+(\alpha-1) \underline{k}$ is $2 ?$,,moderate,"$\sqrt{\alpha^{2}+(\alpha+1)^{2}+(\alpha-1)^{2}}=2$
$\alpha^{2}+\alpha^{2}+2 \alpha+1+\alpha^{2}-2 \alpha+1=3 \alpha^{2}+2=4 \rightarrow \alpha=\sqrt{\frac{2}{3}}$",,104,$\frac{2}{3}$,$\sqrt{\frac{2}{3}}$,$\sqrt{\frac{3}{2}}$,none,,,,,2,,
If $\underline{a}$ and $\underline{b}$ are two non-zero vectors then component of $\underline{b}$ along $\underline{a}$ is,,easy,Theorectical Formula,,104,$\underline{a} . \underline{b}$,$\hat{a} \cdot \hat{b}$,$\underline{a} \hat{b}$,$\underline{b} \cdot \hat{a}$,,,,,4,,
"The perimeter of a triangle formed by $3 i+4 i+5 k$, $4 i-3 j-5 k$ and $7 i+j$ is;",,moderate,"$P=(3+4+7) i+(4-3+1) j+(5-5) \underline{k}=14 i+2 j$
$|P|=\sqrt{14^{2}+2^{2}}=\sqrt{196+4}=\sqrt{200}$",,104,$\sqrt{450}$,$\sqrt{150}$,$\sqrt{50}$,$\sqrt{200}$,,,,,4,,
The area of a parallelogram whose adjacent sides are represented by 3 i-k and $i+2$ is;,,moderate,"$|\underline{u} \times \underline{v}|=|(0+2) \underline{i}+(-1+0) j+(6-0) \underline{k}|=|2 \underline{i}-\underline{j}+6 \underline{k}|$
$=\sqrt{4+1+36}=\sqrt{41}$",,104,$\frac{1}{2} \sqrt{17}$,$\frac{1}{2} \sqrt{14}$,$\sqrt{41}$,41,,,,,3,,
"If $\underline{a} \underline{b} \underline{c}$ are position vectors of vertices of triangle $\mathrm{ABC}$, then position vector of centroid of triangle $\mathrm{ABC}$ is;",,easy,Theorectical Formula,,104,$\frac{a+b+c}{3}$,$\frac{a+b+c}{2}$,$\underline{a}+\frac{b+c}{2}$,none,,,,,1,,
$\underline{a} \cdot[(\underline{b}+\underline{c}) \times(\underline{a}+\underline{b}+\underline{c})]=?$,,moderate,"$\quad| a 1 a 2 a 3 b 1+c 1 b 2+c 2 b 3+c 3 a 1+b 1+c 1 a 2+b 2+c 2 a 3+b 3+c 3 |$
$R_{2}^{\prime} \rightarrow R_{2}+R_{1}$
$=|a 1 a 2 a 3 a 1+b 1+c 1 a 2+b 2+c 2 a 3+b 3+c 3 a 1+b 1+c 1 a 2+b 2+c 2 a 3+b 3+c 3|=0 \quad \quad R_{2}=R_{3}$",,104,0,$[\underline{a} \underline{b} \underline{c}]+[\underline{b} \underline c\underline{a}]$,[\underline{a} \underline{b} \underline{c}],none,,,,,1,,
The value of $[\underline i \underline j \underline{k}]$ is;,,easy,\underline{i}(\underline{j} \times \underline{k})=\underline{i} \underline{i}=1,,104,1,0,2,none,,,,,1,,
$\underline{a} \times \underline{b}=\underline{b} \times \underline{c}=\underline{c} \times \underline{a}$ if,,easy,key point,,104,$\underline{a}=\underline{b}+\underline{c}$,$\underline{a}+\underline{b}+\underline{c}=0$,$\underline{a}=\underline{b}=\underline{c}$,both b and C,,,,,4,,
"If $\vec{A}$ and $\vec{B}$ are two vectors such that $|\vec A|=4,  | \vec{B} |=3,  \vec{A}. \vec{B}=6,$ then the angle between
$\vec{A}$ and $\vec{B}$ is",,easy,$\cos \cos \theta=\frac{\vec{A} \cdot \vec{B}}{|\vec{A}| \cdot|\vec{B}|} \rightarrow \theta=\left(\frac{6}{4 * 3}\right)=\left(\frac{1}{2}\right)=60^{\circ}$,,104,$45^{\circ}$,$90^{\circ}$,$60^{\circ}$,none,,,,,3,,
The direction cosines of the vector $6 \underlinei-2 \underline j+ \underline k$ are;,,moderate,"the modulus of vector:
\[
\sqrt{6^{2}+2^{2}+1^{2}}=\sqrt{36+4+1}=\sqrt{41}
\]
Direction cosines ae:
\[
\frac{\vec{V}}{|\vec{v}|}=\frac{6 i-2 j+k}{\sqrt{41}}
\]",,104,"$\frac{2}{41}, \frac{3}{41}, \frac{-1}{41}$","$\frac{6}{\sqrt{41}}, \frac{-2}{\sqrt{41}}, \frac{1}{\sqrt{41}}$","$\frac{1}{\sqrt{41}}, \frac{-2}{\sqrt{41}}, \frac{6}{\sqrt{41}}$",all of these,,,,,2,,
$\underline{u} \times(\underline{v} \times \underline{w})=?$,,moderate,It is vector triple product: $\quad \underline{u} \times(\underline{v} \times \underline{w})=(\underline{u} . \underline{v}) \times \underline{w}-(\underline{u} \cdot \underline{w}) \times \underline{v}$,,104,$(\underline{v} \times \underline{w}) \times \underline{u}$,$(\underline{u} \times \underline{v}) \times \underline{w}$,both a and b,none,,,,,4,,
For two non zero vector $\vec{a}$ and $\vec b$,,easy,Property of modulus,,104,$|\vec{a}+\vec{b}|=|\vec{a}|+|\vec b|$,$|\vec{a}+\vec{b}|=|\vec{a}|- |\vec b|$,$|\vec{a}+\vec{b}| \leq|\vec{a}|+|\vec b|$,$|\vec{a}+\vec{b}|>|\vec{a}|+|\vec b|$,,,,,3,,
"$|\vec{a}|=2,|\vec{b}|=5$ and $|\vec{a} \times \vec{b}|=8$ then $|\vec{a}|. |\vec {b}|=?$",,moderate,$\begin{aligned} \sin \sin \theta &=\frac{|\vec{a} \times \vec{b}|}{|\vec{a}||\vec{b}|}=\frac{8}{2 * 5}=\frac{4}{5} \\ \cos \cos \theta &=\sqrt{1-\theta}=\sqrt{1-\left(\frac{4}{5}\right)^{2}}=\frac{3}{5} \\ \cos \cos \theta=\frac{\vec{a} \cdot \vec{b}}{|\vec{a}||\vec{b}|} \rightarrow \vec{a} \cdot \vec{b}=|\vec{a}||\vec{b}| \cos \cos \theta=(2)(5)\left(\frac{3}{5}\right)=6 \end{aligned}$,,104,4,5,2,6,,,,,4,,
If $|\vec a|=8$ then $|(-5) \vec {a}|=?$,,easy,$|(-5) \vec{a}|=|-5||\vec{a}|=5(8)=40$,,104,-40,40,5,6,,,,,2,,
"$[1,0,0] \times[0,1,0]=?$",,easy,$\underline{i} \times \underline j=\underline{k}$,,104,"[1,1,0]",0,"[0,0,1]",2,,,,,3,,
